"X","file","feature","mc","vc","var","fid","context","type"
24,"largedata/COMET/JRA1/chr1.txt","down1k",0.282829128001776,0.124211785085791,"V4","largedata/lcache/CG_chr1_exp_RNA_high_A1.csv","CG","RNA"
25,"largedata/COMET/JRA1/chr1.txt","down1k",0.314436608104843,0.134815879937591,"V5","largedata/lcache/CG_chr1_exp_RNA_high_A1.csv","CG","RNA"
26,"largedata/COMET/JRA1/chr1.txt","down1k",0.339397751343047,0.144646994202097,"V6","largedata/lcache/CG_chr1_exp_RNA_high_A1.csv","CG","RNA"
27,"largedata/COMET/JRA1/chr1.txt","down1k",0.3524126747154,0.151948171845528,"V7","largedata/lcache/CG_chr1_exp_RNA_high_A1.csv","CG","RNA"
28,"largedata/COMET/JRA1/chr1.txt","down1k",0.383618451975372,0.155699485794951,"V8","largedata/lcache/CG_chr1_exp_RNA_high_A1.csv","CG","RNA"
29,"largedata/COMET/JRA1/chr1.txt","down1k",0.410189035029583,0.16022406191451,"V9","largedata/lcache/CG_chr1_exp_RNA_high_A1.csv","CG","RNA"
30,"largedata/COMET/JRA1/chr1.txt","down1k",0.386638037290337,0.157089777556314,"V10","largedata/lcache/CG_chr1_exp_RNA_high_A1.csv","CG","RNA"
1,"largedata/COMET/JRA2/chr1.txt","high",0.109679221592281,0.0694164795281994,"V1","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
2,"largedata/COMET/JRA2/chr1.txt","high",0.274984070687692,0.154442572436616,"V2","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
3,"largedata/COMET/JRA2/chr1.txt","high",0.431681687152591,0.182958545635476,"V3","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
4,"largedata/COMET/JRA2/chr1.txt","high",0.502242163837262,0.181438452094695,"V4","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
5,"largedata/COMET/JRA2/chr1.txt","high",0.52208352824915,0.176562577016488,"V5","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
6,"largedata/COMET/JRA2/chr1.txt","high",0.542487330309808,0.172649872744299,"V6","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
7,"largedata/COMET/JRA2/chr1.txt","high",0.530015436852854,0.168955899565657,"V7","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
8,"largedata/COMET/JRA2/chr1.txt","high",0.486672533170629,0.167749441199587,"V8","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
9,"largedata/COMET/JRA2/chr1.txt","high",0.384675877047248,0.157241063474275,"V9","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
10,"largedata/COMET/JRA2/chr1.txt","high",0.240785746434872,0.114462972488322,"V10","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
11,"largedata/COMET/JRA2/chr1.txt","up1k",0.572862349549455,0.163646646171452,"V1","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
12,"largedata/COMET/JRA2/chr1.txt","up1k",0.546010521763617,0.167896483198579,"V2","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
13,"largedata/COMET/JRA2/chr1.txt","up1k",0.512004646651847,0.171557832261625,"V3","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
14,"largedata/COMET/JRA2/chr1.txt","up1k",0.474764937876567,0.171172285841432,"V4","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
15,"largedata/COMET/JRA2/chr1.txt","up1k",0.425660777351477,0.167323228572895,"V5","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
16,"largedata/COMET/JRA2/chr1.txt","up1k",0.361672435305292,0.156771231216714,"V6","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
17,"largedata/COMET/JRA2/chr1.txt","up1k",0.293275907923182,0.13485421737989,"V7","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
18,"largedata/COMET/JRA2/chr1.txt","up1k",0.207603207186062,0.100979243712325,"V8","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
19,"largedata/COMET/JRA2/chr1.txt","up1k",0.128393440892176,0.0636601899213033,"V9","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
20,"largedata/COMET/JRA2/chr1.txt","up1k",0.0832846959704926,0.0415209015855244,"V10","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
21,"largedata/COMET/JRA2/chr1.txt","down1k",0.159698451342407,0.0712248850001916,"V1","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
22,"largedata/COMET/JRA2/chr1.txt","down1k",0.206913391228077,0.0926381881494828,"V2","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
23,"largedata/COMET/JRA2/chr1.txt","down1k",0.248153496504696,0.113625803568867,"V3","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
24,"largedata/COMET/JRA2/chr1.txt","down1k",0.28508714880238,0.126396852216999,"V4","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
25,"largedata/COMET/JRA2/chr1.txt","down1k",0.32585740438209,0.13843454001238,"V5","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
26,"largedata/COMET/JRA2/chr1.txt","down1k",0.354456608996694,0.153077408885655,"V6","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
27,"largedata/COMET/JRA2/chr1.txt","down1k",0.376744298628606,0.158903973375093,"V7","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
28,"largedata/COMET/JRA2/chr1.txt","down1k",0.41086398633151,0.164666954929963,"V8","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
29,"largedata/COMET/JRA2/chr1.txt","down1k",0.433553964681217,0.168771839296132,"V9","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
30,"largedata/COMET/JRA2/chr1.txt","down1k",0.426390338122005,0.1670500030755,"V10","largedata/lcache/CG_chr1_exp_RNA_high_A2.csv","CG","RNA"
1,"largedata/COMET/JRA3/chr1.txt","high",0.10972145426207,0.0672155173209072,"V1","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
2,"largedata/COMET/JRA3/chr1.txt","high",0.265534845817989,0.149097233121865,"V2","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
3,"largedata/COMET/JRA3/chr1.txt","high",0.425495321471092,0.182717193468858,"V3","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
4,"largedata/COMET/JRA3/chr1.txt","high",0.498620923766901,0.182005919282949,"V4","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
5,"largedata/COMET/JRA3/chr1.txt","high",0.523659612977026,0.178188261616157,"V5","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
6,"largedata/COMET/JRA3/chr1.txt","high",0.545218892096341,0.17417972915177,"V6","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
7,"largedata/COMET/JRA3/chr1.txt","high",0.524654130043506,0.169042401807141,"V7","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
8,"largedata/COMET/JRA3/chr1.txt","high",0.482973426851824,0.167365492126647,"V8","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
9,"largedata/COMET/JRA3/chr1.txt","high",0.372488910466993,0.152799354982842,"V9","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
10,"largedata/COMET/JRA3/chr1.txt","high",0.235787916370238,0.107323177017142,"V10","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
11,"largedata/COMET/JRA3/chr1.txt","up1k",0.575262162409433,0.161794038919612,"V1","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
12,"largedata/COMET/JRA3/chr1.txt","up1k",0.557298666184688,0.164552690468527,"V2","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
13,"largedata/COMET/JRA3/chr1.txt","up1k",0.528931796714088,0.16762330623788,"V3","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
14,"largedata/COMET/JRA3/chr1.txt","up1k",0.487419289431859,0.170838080337655,"V4","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
15,"largedata/COMET/JRA3/chr1.txt","up1k",0.446122107061228,0.168841008805979,"V5","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
16,"largedata/COMET/JRA3/chr1.txt","up1k",0.379221117873336,0.158246034168912,"V6","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
17,"largedata/COMET/JRA3/chr1.txt","up1k",0.298749296629786,0.138055211739259,"V7","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
18,"largedata/COMET/JRA3/chr1.txt","up1k",0.225128657898841,0.108013373160751,"V8","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
19,"largedata/COMET/JRA3/chr1.txt","up1k",0.144344832585305,0.072306124280413,"V9","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
20,"largedata/COMET/JRA3/chr1.txt","up1k",0.0925317809758611,0.0453297981048548,"V10","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
21,"largedata/COMET/JRA3/chr1.txt","down1k",0.172039477352798,0.0733645201583744,"V1","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
22,"largedata/COMET/JRA3/chr1.txt","down1k",0.213219570993663,0.0933952745828023,"V2","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
23,"largedata/COMET/JRA3/chr1.txt","down1k",0.265496305853604,0.116588161627013,"V3","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
24,"largedata/COMET/JRA3/chr1.txt","down1k",0.314625946709691,0.130160899490231,"V4","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
25,"largedata/COMET/JRA3/chr1.txt","down1k",0.353385831651378,0.143111402145574,"V5","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
26,"largedata/COMET/JRA3/chr1.txt","down1k",0.377503001815508,0.154054507917199,"V6","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
27,"largedata/COMET/JRA3/chr1.txt","down1k",0.390005967026073,0.162070329509482,"V7","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
28,"largedata/COMET/JRA3/chr1.txt","down1k",0.409332257888632,0.165622354289705,"V8","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
29,"largedata/COMET/JRA3/chr1.txt","down1k",0.439297915382558,0.168984522265385,"V9","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
30,"largedata/COMET/JRA3/chr1.txt","down1k",0.444615313849084,0.170698102540103,"V10","largedata/lcache/CG_chr1_exp_RNA_high_A3.csv","CG","RNA"
1,"largedata/COMET/JRB1/chr1.txt","high",0.100132649875445,0.0623037283777608,"V1","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
2,"largedata/COMET/JRB1/chr1.txt","high",0.259772107055251,0.148018852365766,"V2","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
3,"largedata/COMET/JRB1/chr1.txt","high",0.412161698944591,0.180151901604083,"V3","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
4,"largedata/COMET/JRB1/chr1.txt","high",0.486706869366123,0.178938910067136,"V4","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
5,"largedata/COMET/JRB1/chr1.txt","high",0.514412775681327,0.175990093265086,"V5","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
6,"largedata/COMET/JRB1/chr1.txt","high",0.528133867459327,0.172160278592683,"V6","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
7,"largedata/COMET/JRB1/chr1.txt","high",0.516669950715783,0.168347145447146,"V7","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
8,"largedata/COMET/JRB1/chr1.txt","high",0.465177276912645,0.166221439058818,"V8","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
9,"largedata/COMET/JRB1/chr1.txt","high",0.359948719037586,0.148898156293377,"V9","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
10,"largedata/COMET/JRB1/chr1.txt","high",0.22582601164429,0.104106668648168,"V10","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
11,"largedata/COMET/JRB1/chr1.txt","up1k",0.566313468858734,0.159566130363069,"V1","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
12,"largedata/COMET/JRB1/chr1.txt","up1k",0.540789915565355,0.162422771224432,"V2","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
13,"largedata/COMET/JRB1/chr1.txt","up1k",0.491058449620814,0.168476255829938,"V3","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
14,"largedata/COMET/JRB1/chr1.txt","up1k",0.438477297340432,0.167039634574792,"V4","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
15,"largedata/COMET/JRB1/chr1.txt","up1k",0.411654619439291,0.16263808025919,"V5","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
16,"largedata/COMET/JRB1/chr1.txt","up1k",0.358816069308072,0.151460796708684,"V6","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
17,"largedata/COMET/JRB1/chr1.txt","up1k",0.282076637184187,0.132057593484653,"V7","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
18,"largedata/COMET/JRB1/chr1.txt","up1k",0.200404393872517,0.0970325828663147,"V8","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
19,"largedata/COMET/JRB1/chr1.txt","up1k",0.131386603169297,0.0661331248195332,"V9","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
20,"largedata/COMET/JRB1/chr1.txt","up1k",0.0832429881819093,0.0412177483820326,"V10","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
21,"largedata/COMET/JRB1/chr1.txt","down1k",0.157946017444305,0.0671422369809566,"V1","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
22,"largedata/COMET/JRB1/chr1.txt","down1k",0.200751752363349,0.0881033178956564,"V2","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
23,"largedata/COMET/JRB1/chr1.txt","down1k",0.234858168367396,0.10565005592605,"V3","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
24,"largedata/COMET/JRB1/chr1.txt","down1k",0.285123340751045,0.124485883293151,"V4","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
25,"largedata/COMET/JRB1/chr1.txt","down1k",0.326894578109559,0.138841951256327,"V5","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
26,"largedata/COMET/JRB1/chr1.txt","down1k",0.356570826173542,0.14948592413345,"V6","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
27,"largedata/COMET/JRB1/chr1.txt","down1k",0.371058861487132,0.154647659616201,"V7","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
28,"largedata/COMET/JRB1/chr1.txt","down1k",0.406587304089213,0.162235649074711,"V8","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
29,"largedata/COMET/JRB1/chr1.txt","down1k",0.421306485567063,0.166890880490341,"V9","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
30,"largedata/COMET/JRB1/chr1.txt","down1k",0.433067726768756,0.169678203106304,"V10","largedata/lcache/CG_chr1_exp_RNA_high_B1.csv","CG","RNA"
1,"largedata/COMET/JRB2/chr1.txt","high",0.100858439605188,0.0624689893058954,"V1","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
2,"largedata/COMET/JRB2/chr1.txt","high",0.266806219245313,0.146904617593094,"V2","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
3,"largedata/COMET/JRB2/chr1.txt","high",0.421584785746417,0.177931100998575,"V3","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
4,"largedata/COMET/JRB2/chr1.txt","high",0.494591764716474,0.177886170033205,"V4","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
5,"largedata/COMET/JRB2/chr1.txt","high",0.517980609630261,0.175735426193032,"V5","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
6,"largedata/COMET/JRB2/chr1.txt","high",0.536842959851191,0.172132869599439,"V6","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
7,"largedata/COMET/JRB2/chr1.txt","high",0.526788610555779,0.167794688939143,"V7","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
8,"largedata/COMET/JRB2/chr1.txt","high",0.481453909668385,0.164789139386812,"V8","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
9,"largedata/COMET/JRB2/chr1.txt","high",0.374674694230946,0.152434601625435,"V9","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
10,"largedata/COMET/JRB2/chr1.txt","high",0.24147048765036,0.110120277593545,"V10","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
11,"largedata/COMET/JRB2/chr1.txt","up1k",0.566294454820396,0.158785185127713,"V1","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
12,"largedata/COMET/JRB2/chr1.txt","up1k",0.533406128801132,0.163024882181143,"V2","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
13,"largedata/COMET/JRB2/chr1.txt","up1k",0.500943115280323,0.166547836551295,"V3","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
14,"largedata/COMET/JRB2/chr1.txt","up1k",0.465053610211244,0.163524563461034,"V4","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
15,"largedata/COMET/JRB2/chr1.txt","up1k",0.416105569234161,0.159555890168573,"V5","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
16,"largedata/COMET/JRB2/chr1.txt","up1k",0.348126389105266,0.149194047024229,"V6","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
17,"largedata/COMET/JRB2/chr1.txt","up1k",0.277442250457154,0.124710476175369,"V7","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
18,"largedata/COMET/JRB2/chr1.txt","up1k",0.195485405273852,0.0924167168195558,"V8","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
19,"largedata/COMET/JRB2/chr1.txt","up1k",0.122926050820354,0.0599929577689568,"V9","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
20,"largedata/COMET/JRB2/chr1.txt","up1k",0.0790547716848085,0.0378852181111667,"V10","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
21,"largedata/COMET/JRB2/chr1.txt","down1k",0.157649462521251,0.070387464204484,"V1","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
22,"largedata/COMET/JRB2/chr1.txt","down1k",0.192239780511363,0.0844877642190601,"V2","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
23,"largedata/COMET/JRB2/chr1.txt","down1k",0.239316850675704,0.107128904511288,"V3","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
24,"largedata/COMET/JRB2/chr1.txt","down1k",0.285476071637533,0.122804800450843,"V4","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
25,"largedata/COMET/JRB2/chr1.txt","down1k",0.337900817934111,0.138576959641377,"V5","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
26,"largedata/COMET/JRB2/chr1.txt","down1k",0.362097013373775,0.152489880666388,"V6","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
27,"largedata/COMET/JRB2/chr1.txt","down1k",0.373988803103894,0.157301083394151,"V7","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
28,"largedata/COMET/JRB2/chr1.txt","down1k",0.395472762896248,0.160151603951774,"V8","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
29,"largedata/COMET/JRB2/chr1.txt","down1k",0.423916680325965,0.163600625091035,"V9","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
30,"largedata/COMET/JRB2/chr1.txt","down1k",0.417447558645394,0.161890565957288,"V10","largedata/lcache/CG_chr1_exp_RNA_high_B2.csv","CG","RNA"
1,"largedata/COMET/JRB3/chr1.txt","high",0.115984865572388,0.0738577532964709,"V1","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
2,"largedata/COMET/JRB3/chr1.txt","high",0.278656058938412,0.156760945145123,"V2","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
3,"largedata/COMET/JRB3/chr1.txt","high",0.445136184195744,0.187283070424193,"V3","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
4,"largedata/COMET/JRB3/chr1.txt","high",0.506398242304821,0.181413438290153,"V4","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
5,"largedata/COMET/JRB3/chr1.txt","high",0.530241567476315,0.178192162631493,"V5","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
6,"largedata/COMET/JRB3/chr1.txt","high",0.548144453143023,0.173315692190436,"V6","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
7,"largedata/COMET/JRB3/chr1.txt","high",0.536265551612191,0.171687542986908,"V7","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
8,"largedata/COMET/JRB3/chr1.txt","high",0.489186950203985,0.170013599035736,"V8","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
9,"largedata/COMET/JRB3/chr1.txt","high",0.387960075034267,0.158394574186925,"V9","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
10,"largedata/COMET/JRB3/chr1.txt","high",0.250517174271394,0.117686652031978,"V10","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
11,"largedata/COMET/JRB3/chr1.txt","up1k",0.583665431639455,0.164668373282782,"V1","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
12,"largedata/COMET/JRB3/chr1.txt","up1k",0.559152403957097,0.16980790864121,"V2","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
13,"largedata/COMET/JRB3/chr1.txt","up1k",0.52621977542812,0.172060099555153,"V3","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
14,"largedata/COMET/JRB3/chr1.txt","up1k",0.495637277394322,0.172641799676072,"V4","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
15,"largedata/COMET/JRB3/chr1.txt","up1k",0.443265698202227,0.167606849907871,"V5","largedata/lcache/CG_chr1_exp_RNA_high_B3.csv","CG","RNA"
